Fecha;Tipo Mensaje;Mensaje
2019/10/01 8:27:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,13,110400,,,,20191002012744,1433$
2019/10/01 8:18:46 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.63,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002011845,1432$
2019/10/01 8:08:46 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.64,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002010845,1431$
2019/10/01 7:58:46 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.65,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002005845,1430$
2019/10/01 7:57:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,15,110400,,,,20191002005744,142F$
2019/10/01 7:48:46 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.67,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002004845,142E$
2019/10/01 7:38:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.67,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002003845,142D$
2019/10/01 7:28:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.67,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002002845,142C$
2019/10/01 7:27:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,17,110400,,,,20191002002744,142B$
2019/10/01 7:18:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.68,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002001845,142A$
2019/10/01 7:08:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.68,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191002000845,1429$
2019/10/01 6:58:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.68,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001235844,1428$
2019/10/01 6:57:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,18,110400,,,,20191001235743,1427$
2019/10/01 6:48:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.69,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001234844,1426$
2019/10/01 6:38:45 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.69,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001233844,1425$
2019/10/01 6:28:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.69,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001232844,1424$
2019/10/01 6:27:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,19,110400,,,,20191001232743,1423$
2019/10/01 6:18:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.71,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001231844,1422$
2019/10/01 6:08:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.71,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001230844,1421$
2019/10/01 5:58:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.71,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001225844,1420$
2019/10/01 5:57:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,24,110400,,,,20191001225743,141F$
2019/10/01 5:48:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.71,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001224843,141E$
2019/10/01 5:38:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.71,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001223843,141D$
2019/10/01 5:28:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.72,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001222843,141C$
2019/10/01 5:27:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,27,110400,,,,20191001222743,141B$
2019/10/01 5:18:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,31,0,0,0,0000,3.72,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001221843,141A$
2019/10/01 5:08:44 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.73,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001220843,1419$
2019/10/01 4:58:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.73,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001215843,1418$
2019/10/01 4:57:44 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,34,110400,,,,20191001215743,1417$
2019/10/01 4:48:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.74,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001214843,1416$
2019/10/01 4:38:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.74,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001213842,1415$
2019/10/01 4:28:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.74,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001212842,1414$
2019/10/01 4:27:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,39,110400,,,,20191001212743,1413$
2019/10/01 4:18:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.77,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001211842,1412$
2019/10/01 4:08:43 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.77,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001210842,1411$
2019/10/01 3:58:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.77,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001205842,1410$
2019/10/01 3:57:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,45,110400,,,,20191001205743,140F$
2019/10/01 3:48:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.78,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001204842,140E$
2019/10/01 3:38:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,24,0,0,0,0000,3.79,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001203842,140D$
2019/10/01 3:28:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,24,0,0,0,0000,3.79,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001202842,140C$
2019/10/01 3:27:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,51,110400,,,,20191001202743,140B$
2019/10/01 3:18:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.83,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001201841,140A$
2019/10/01 3:08:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.83,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001200841,1409$
2019/10/01 2:58:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.83,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001195841,1408$
2019/10/01 2:57:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,61,110400,,,,20191001195742,1407$
2019/10/01 2:48:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.83,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001194841,1406$
2019/10/01 2:38:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.85,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001193841,1405$
2019/10/01 2:28:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,28,0,0,0,0000,3.85,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001192841,1404$
2019/10/01 2:27:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,66,110400,,,,20191001192742,1403$
2019/10/01 2:18:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,24,0,0,0,0000,3.87,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001191841,1402$
2019/10/01 2:08:42 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,27,0,0,0,0000,3.88,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001190840,1401$
2019/10/01 1:58:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.88,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001185840,1400$
2019/10/01 1:57:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,70,110400,,,,20191001185742,13FF$
2019/10/01 1:48:41 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,3.91,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001184840,13FE$
2019/10/01 1:38:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,3.91,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001183840,13FD$
2019/10/01 1:28:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,3.92,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001182840,13FC$
2019/10/01 1:27:43 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,76,110400,,,,20191001182742,13FB$
2019/10/01 1:18:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,3.96,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001181840,13FA$
2019/10/01 1:08:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,3.97,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001180840,13F9$
2019/10/01 12:58:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,25,0,0,0,0000,3.97,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001175839,13F8$
2019/10/01 12:57:42 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,83,110400,,,,20191001175742,13F7$
2019/10/01 12:48:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,24,0,0,0,0000,3.98,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001174839,13F6$
2019/10/01 12:38:40 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,21,0,0,0,0000,4.00,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001173839,13F5$
2019/10/01 12:28:39 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,22,0,0,0,0000,4.00,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001172839,13F4$
2019/10/01 12:27:42 PM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,87,110400,,,,20191001172742,13F3$
2019/10/01 12:18:39 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,29,0,0,0,0000,4.03,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001171839,13F2$
2019/10/01 12:08:39 PM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,23,0,0,0,0000,4.04,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001170839,13F1$
2019/10/01 11:58:39 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,4.04,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001165839,13F0$
2019/10/01 11:57:42 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,91,110400,,,,20191001165742,13EF$
2019/10/01 11:48:39 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,4.07,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001164838,13EE$
2019/10/01 11:38:39 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,26,0,0,0,0000,4.07,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001163838,13ED$
2019/10/01 11:30:20 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,,,,95,110400,,,,20191001163016,13EC$
2019/10/01 11:30:19 AM;EXTERNAL_POWER_SUPPLY;+RESP:GTEPS,27860E,867162027426394,gv300wins,0,00,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,20191001163016,13EB$
2019/10/01 11:30:17 AM;NONE;+RESP:GTIGL,27860E,867162027426394,gv300wins,,01,1,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,20191001163016,13EA$
2019/10/01 11:28:44 AM;IDLELEAVE;+RESP:GTIDF,27860E,867162027426394,gv300wins,11,12435,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,0.4,20191001162843,13E9$
2019/10/01 11:28:39 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,11,8934072200000568320f,23,0,0,0,0000,4.09,0,1,2,1,20191001162744,0,0,0,04,00,+0000,0,20191001162838,13E8$
2019/10/01 11:27:48 AM;IGNITIONOFF;+RESP:GTIGF,27860E,867162027426394,gv300wins,12732,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,,0.4,20191001162746,13E7$
2019/10/01 11:27:46 AM;MAINPOWERSUPPLYDISCONNECTED;+RESP:GTMPF,27860E,867162027426394,gv300wins,0,2.7,121,2838.9,-78.481011,-0.206791,20191001162744,0740,0000,853D,B891C,00,20191001162746,13E6$
2019/10/01 11:27:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162659,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162729,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162736,13E5$
2019/10/01 11:26:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162559,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162629,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162636,13E4$
2019/10/01 11:25:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162458,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162527,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162536,13E3$
2019/10/01 11:24:38 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162358,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162428,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162436,13E2$
2019/10/01 11:23:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162259,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162327,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162336,13E1$
2019/10/01 11:22:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162157,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162227,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162236,13E0$
2019/10/01 11:21:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162058,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162127,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162136,13DF$
2019/10/01 11:20:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161959,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001162028,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001162036,13DE$
2019/10/01 11:19:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161857,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161929,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161936,13DD$
2019/10/01 11:18:38 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,21,8934072200000568320f,24,0,1,12533,0000,4.13,0,1,2,1,20191001161822,0,0,0,05,00,+0000,0,20191001161838,13DC$
2019/10/01 11:18:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161601,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161822,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161836,13DB$
2019/10/01 11:17:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161601,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161601,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161736,13DA$
2019/10/01 11:16:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161559,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161601,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161636,13D9$
2019/10/01 11:15:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161459,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161528,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161536,13D8$
2019/10/01 11:14:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161426,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161436,13D7$
2019/10/01 11:13:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161336,13D6$
2019/10/01 11:12:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161236,13D5$
2019/10/01 11:11:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001161101,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161136,13D4$
2019/10/01 11:10:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001160901,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001160901,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001161036,13D3$
2019/10/01 11:09:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,5,0.0,121,2894.8,-78.481151,-0.207057,20191001160901,0740,0000,853D,B891C,00,0,0.0,121,2894.8,-78.481151,-0.207057,20191001160901,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001160936,13D2$
2019/10/01 11:08:38 AM;INFO;+RESP:GTINF,27860E,867162027426394,gv300wins,21,8934072200000568320f,21,0,1,12533,0000,4.13,0,1,2,1,20191001160837,0,0,0,05,00,+0000,0,20191001160838,13D1$
2019/10/01 11:08:37 AM;GPS;+RESP:GTFRI,27860E,867162027426394,gv300wins,,10,2,0,0.0,121,2894.8,-78.481151,-0.207057,20191001160459,0740,0000,853D,B891C,00,5,0.0,121,2894.8,-78.481151,-0.207057,20191001160828,0740,0000,853D,B891C,00,0.4,,,,100,210500,,,,20191001160836,13D0$
